title,description,published_date,channel_id,category,duration,total_views,total_likes,total_comments,video_extracted_date,video_id
THE OTHER GUYS - Official Trailer (HD),"Misfit NYPD detectives Gamble and Hoitz (Will Ferrell and Mark Wahlberg) are sentenced to life behind the desk. They hate each other and the monotony of their meaningless jobs, as they’re forced to live in the shadow of the two biggest and most badass cops on the force (Samuel L. Jackson and Dwayne Johnson). But when those guys go down for the count, opportunity knocks for Gamble and Hoitz. Stumbling onto what could be one of the biggest crimes in years, can The Other Guys step up their game to solve the case without killing each other and destroying NYC in the process? From the director of Step Brothers and Talladega Nights: The Ballad of Ricky Bobby.

Genre: Action / Comedy / Crime
Cast: Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson
Director: Adam McKay
Writers: Chris Henchy, Adam McKay

Subscribe to Sony Pictures for more great content: http://bit.ly/SonyPicsSubscribe

#Sony #TheOtherGuys #OfficialTrailer #WillFerrell #MarkWahlberg",2010-04-12T22:37:52Z,UCz97F7dMxBNOfGYu3rx8aCw,Film & Animation,154,9179044,22492,2358,2023-08-26T17:50:59.459837,D6WOoUG1eNo
THE TWILIGHT SAGA: ECLIPSE - Final Theatrical Trailer,"In THE TWILIGHT SAGA: ECLIPSE, Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge.  In the midst of it all, she is forced to choose between Edward and Jacob — knowing that her decision has the potential to ignite the struggle between vampire and werewolf.  With her graduation quickly approaching, Bella is confronted with the most important decision of her life.

THE TWILIGHT SAGA: ECLIPSE is in theatres and IMAX on June 30.

Official site -- http://eclipsethemovie.com/
Facebook -- http://www.facebook.com/twilight",2010-04-23T22:13:10Z,UCilIp91ZEYtKE7_gV07rrvA,Film & Animation,100,4427705,8793,1751,2023-08-26T17:50:53.086298,hZxJzhIPTTg
GASLAND Trailer 2010,"GASLAND - (2010) Directed by Josh Fox. Winner of Special Jury Prize - Best US Documentary Feature - Sundance 2010. Screening at Cannes 2010.

It is happening all across America and now in Europe and Africa as well - rural landowners wake up one day to find a lucrative offer from a multinational energy conglomerate wanting to lease their property.  The Reason?  In America, the company hopes to tap into a huge natural gas reservoir dubbed the Saudi Arabia of natural gas. Halliburton developed a way to get the gas out of the ground—a hydraulic drilling process called fracking—and suddenly America finds itself on the precipice of becoming an energy superpower.

But what comes out of the ground with that natural gas? How does it affect our air and drinking water? GASLAND is a powerful personal documentary that confronts these questions with spirit, strength, and a sense of humor. When filmmaker Josh Fox receives his cash offer in the mail, he travels across 32 states to meet other rural residents on the front lines of fracking. He discovers toxic streams, ruined aquifers, dying livestock, brutal illnesses, and kitchen sinks that burst into flame. He learns that all water is connected and perhaps some things are more valuable than money.",2010-05-06T04:48:22Z,UCx8nDqE2P9N_J3UaUc2KOEA,Film & Animation,167,2474882,7537,1621,2023-08-26T17:51:05.227693,dZe1AeH0Qz8
'Red Eye' Trailer HD,"Stars: Rachel Mcadams, Cillian Murphy

Genre: Thriller

Rated PG-13 for some intense sequences of violence, and language",2010-05-28T04:00:09Z,UCXk577BoDYa2fuB6fhsGr-w,Entertainment,144,4646720,9283,1385,2023-08-26T17:47:14.368305,GMMGg_idxqE
'Morning Glory' Trailer HD,"Produced by J.J. Abrams and written by Aline Brosh McKenna (The Devil Wears Prada), director Roger Michell's comedic glimpse into the cutthroat world of live television finds a desperate female news producer attempting to put out the flames between an anchorman (Harrison Ford) and his blustery but iconic co-host in a last-ditch effort to save their failing morning show.",2010-06-03T18:13:14Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,149,6437066,9246,1349,2023-08-26T17:51:18.389371,s9lWUqraDoU
3 Idiots | OFFICIAL trailer #1 US/indian (2009),"US-indian Trailer ""Three idiots""
Genre: Bollywood / musical
Regie / directed by: Rajkumar Hirani
Darsteller / cast: Aamir Khan, Kareena Kapoor, Boman Irani, Madhavan, Sharman Joshi, Omi Vaidya, Javed Jaffrey, Akhil Mishra, Mona Singh

Kinostart Deutschland: 2010
Kinostart USA: December 25th, 2009
offizielle Filmsite: http://idiotsacademy.zapak.com/idiotsmain.php

Verwendung mit freundlicher Genehmigung von Reliance Big Pictures
used with authorization",2010-06-06T12:11:36Z,UCYCEK7i8Uq-XtFtWolofxFg,Entertainment,178,4619615,24018,1350,2023-08-26T17:50:28.041376,K0eDlFX9GMc
Hostel Trailer,"A trio of teenagers - two American, one Icelandic - backpack around Europe looking for a good time. While in Amsterdam, they are told of a youth hostel in Slovakia where all their wildest dreams will come true. Jumping onto the first train there, the three stumble into a hedonistic travellers' paradise. Soon however, one of the three boys goes missing and slowly but surely the holiday from hell begins to unfold...",2010-06-14T13:03:05Z,UCzrfkoypaqSGxIWxQxgphUg,Film & Animation,74,3908879,8031,1279,2023-08-26T17:47:28.517584,4d5_lrn9v-g
Watch the Official The Green Hornet Trailer in HD,"Release Date: 14 January 2011 (United States)
Britt Reid (Seth Rogen) is a slacker by day, party animal by night... until he finds a serious career that's seriously cool: crime-fighting action hero. As the Green Hornet, he teams up with gadget wiz and martial arts master Kato (Jay Chou) to take down LA's underworld. Even Britt's assistant Lenore (Cameron Diaz) doesn't suspect this mismatched pair is the masked duo busting the city's toughest thugs led by Chudnofsky (Academy Award® winner Christoph Waltz, 2010, Supporting Actor, Inglourious Basterds). With style, swagger and an arsenal of awesome gear, the Green Hornet and Kato are doing justice their way, making every mission a mix of over-the-top action and outrageous comedy.

Genre: Action / Comedy / Crime
Cast: Cameron Diaz, Edward James Olmos, Tom Wilkinson, Seth Rogen, Jay Chou, David Harbour, Christoph Waltz
Director: Michel Gondry
Screenplay By: Seth Rogen, Evan Goldberg

Subscribe to Sony Pictures for more great content: http://bit.ly/SonyPicsSubscribe
Facebook: http://www.Facebook.com/GreenHornetMovie
Or keep up with the latest Green Hornet breaking news on Twitter @ http://Twitter.com/GreenHornet
Visit the Official Site at http://www.GreenHornetMovie.com/",2010-06-23T20:05:00Z,UCz97F7dMxBNOfGYu3rx8aCw,Film & Animation,154,2935614,7041,1604,2023-08-26T17:51:29.121815,PMA-taGtfXs
The Loved Ones - The Official Trailer HD,"Available now:
YouTube: https://www.youtube.com/movie/the-loved-ones
Google Play: https://play.google.com/store/movies/details/The_Loved_Ones?id=9l-CpoyTlwM&feature=search_result#?t=W251bGwsMSwxLDEsIm1vdmllLTlsLUNwb3lUbHdNIl0.
DVD: http://www.madman.com.au/catalogue/view/13141/the-loved-ones
BLU RAY: http://www.madman.com.au/catalogue/view/14525/the-loved-ones-bluray 

It's PRETTY IN PINK meets WOLF CREEK

THE LOVED ONES is a vivid, sexy, fun rollercoaster that takes the conventions of horror and runs them off the rails. Directed by Sean Byrne and starring Xavier Samuel (Eclipse), Robin McLeavy (Streetcar Named Desire with Cate Blanchett), Jessica McNamee (Packed to the Rafters), Victoria Thaine (Caterpillar Wish) and Richard Wilson (Clubland) with John Brumpton (Last Ride).

www.thelovedonesmovie.com",2010-07-09T05:37:31Z,UCRuJMENPfFiMYoqCXleDLLQ,Film & Animation,119,2239316,7633,1289,2023-08-26T17:51:20.727361,Cb5BFm4qIow
RANGO (2011) | Hollywood.com Movie Trailers,"Hollywood.com is your one stop shop for all things Movies, Broadway and more! 

Hollywood is better on the big screen and buying tickets is now easier than ever. Get your movie tickets online or in the app: https://links.hollywood.com/WBmh

We love entertainment, that's why we didn't just stop with movies. You can now get tickets to the hottest shows on Broadway. Get tickets: https://broadway.tickets.hollywood.com/

Check out the official movie trailer for 'Rango' starring Johnny Depp, Isla Fisher and Timothy Olyphant!

Release Date: March 4, 2011
Director: Gore Verbinski

What do you think about this animated adventure film? Tell us in the comments below & subscribe so you’ll always know when we upload new movie trailers!

► Get the latest movie releases: https://bit.ly/3EquIJI

Keep Up With The GOOD in Hollywood:

► Subscribe for the newest movie trailers, feel-good Hollywood news, and much more: https://bit.ly/3pn3qQa
► Like us on FACEBOOK: https://bit.ly/3ei2I0m
► Follow us on TWITTER: https://bit.ly/32ykvh5 
► Follow us on INSTAGRAM: https://bit.ly/3FoSWFv
► Sign up for our newsletter & be the first to access our new movie ticketing app, coming later this year: https://bit.ly/3yT8e33

Hollywoodstreams is owned by Hollywood.com, an entertainment tech company putting the GOOD in Hollywood with feel-good entertainment & lifestyle news about your favorite celebrities. Read the latest: https://bit.ly/3EquIJI

#Rango
#JohnnyDepp
#newmovies 
#movies
#2022movies
#movietrailers
#upcomingmovies",2010-07-13T17:59:03Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,125,12708318,24036,2688,2023-08-26T17:51:39.772739,k-OOfW6wWyQ
Sucker Punch - Trailer HD,"Trailer of Sucker Punch  -  03.25.2011

The music is    Lord of Acid  -  Crablouse    (http://bit.ly/aiLJHz on Spotify)

My blog : http://kosram.fr (french)",2010-07-27T00:52:29Z,UCzIjtghDXKo_n3iaI5un8mg,Film & Animation,87,2529726,5033,1448,2023-08-26T17:51:43.693579,6dzikBZTUy8
Inside Job | Official Trailer HD (2010),"From Academy Award® nominated filmmaker, Charles Ferguson (""No End In Sight""), comes INSIDE JOB, the first film to expose the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, INSIDE JOB traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia. Narrated by Academy Award® winner Matt Damon, INSIDE JOB was made on location in the United States, Iceland, England, France, Singapore, and China.",2010-08-27T15:55:50Z,UCruD_lL-5fmllpKMSL-yCyQ,News & Politics,141,4201207,12042,1504,2023-08-26T17:51:11.344060,FzrBurlJUNk
Zeitgeist: Moving Forward | Official Trailer - [ Extended ],"Watch the full movie here:
https://www.youtube.com/watch?v=4Z9WVZddH9w

SYNOPSIS: Zeitgeist: Moving Forward, by director Peter Joseph, is a feature length documentary work which will present a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society. This subject matter will transcend the issues of cultural relativism and traditional ideology and move to relate the core, empirical ""life ground"" attributes of human and social survival, extrapolating those immutable natural laws into a new sustainable social paradigm called a ""Resource-Based Economy"".

THEATRICAL RELEASE - Zeitgeist: Moving Forward is planned to be released in 60+ countries and in 20+ languages starting January 15th 2011. This large scale release is not associated with any major distributor.

DVD/INTERNET RELEASE - This is a non-commercial project, which means it will be available for free acquisition via internet in both viewing form and full DVD download. ZeitgeistMovingForward.com will also have a physical $5.00 DVD available in mid to late January.


http://www.zeitgeistmovingforward.com

Download 854x480 : http://vimeo.com/15520868

Subtitles provided by Linguistic Team International:
http://forum.linguisticteam.org/",2010-10-04T06:14:41Z,UCEwoFdqY09VwZFESGZ8Qp4A,Nonprofits & Activism,354,1523426,6912,2487,2023-08-26T17:51:35.254598,QYLLFpNn4lM
'Blue Valentine' Trailer HD,For more info on 'Blue Valentine' visit: http://www.hollywood.com,2010-10-12T15:39:57Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,113,6155105,12738,1244,2023-08-26T17:50:47.675790,3oiY7W7nDeE
THE RITE (2011) | Hollywood.com Movie Trailers | #movies #movietrailers,"Check out the official movie trailer for The Rite starring Colin O'Donoghue, Anthony Hopkins and Ciarán Hinds!

What do you think about this horror film? Tell us in the comments below & subscribe so you’ll always know when we upload new movie trailers!

► Get the latest movie releases: https://bit.ly/31Y5zFB

Keep Up With The GOOD in Hollywood:
► Subscribe for new movie trailers, good movies to watch, and more: https://bit.ly/3d2YQk5
► Like us on FACEBOOK: https://bit.ly/3s7gdnX
► Follow us on TWITTER: https://bit.ly/3d2jTTL
► Follow us on INSTAGRAM: https://bit.ly/31ZVlEQ
► Sign up for our newsletter & be the first to access our new movie ticketing app, coming later this year: https://bit.ly/2Q9Iddm
► Get updates on the latest movies: https://bit.ly/3t4zGar

Hollywoodstreams is owned by Hollywood.com, an entertainment tech company putting the GOOD in Hollywood with feel-good entertainment & lifestyle news about your favorite celebrities. Read the latest: https://bit.ly/31Y5zFB",2010-10-22T14:11:48Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,122,3760091,6517,1426,2023-08-26T17:51:36.077087,_hG3ktopqv8
NO STRINGS ATTACHED (2011) | (Good Movies) | Hollywood.com Movie Trailers | #movies #movietrailers,"Check out the official movie trailer for No Strings Attached starring Natalie Portman,  Ashton Kutcher and Kevin Kline!

What do you think about this romance film? Tell us in the comments below & subscribe so you’ll always know when we upload new movie trailers!

► Get the latest movie releases: https://bit.ly/3eQb28Z

Keep Up With The GOOD in Hollywood:
► Subscribe for new movie trailers, good movies to watch, and more: https://bit.ly/2OBBkS0
► Like us on FACEBOOK: https://bit.ly/38To41N
► Follow us on TWITTER: https://bit.ly/2OLR8BB
► Follow us on INSTAGRAM: https://bit.ly/3cMzSnC
► Sign up for our newsletter & be the first to access our new movie ticketing app, coming later this year: https://bit.ly/3vAIdmV
► Get updates on the latest movies: https://bit.ly/38R7L5v

Hollywoodstreams is owned by Hollywood.com, an entertainment tech company putting the GOOD in Hollywood with feel-good entertainment & lifestyle news about your favorite celebrities. Read the latest: https://bit.ly/3eQb28Z",2010-11-08T15:23:17Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,153,18934159,20043,2625,2023-08-26T17:51:36.121918,Ubfcfs98MBw
Resident Evil Damnation Movie Trailer,"Zombie fans, enjoy a sneak peek at Resident Evil: Damnation, the sequel to the full length CG movie Resident Evil: Degeneration.

IGN's YouTube is just a taste of our content. Get more:
http://www.ign.com

Want this week's top videos? Sign up:
http://go.ign.com/VideoRound-up",2010-11-09T20:02:12Z,UCKy1dAqELo0zrOtPkf0eTMw,Entertainment,69,1785886,5377,2293,2023-08-26T17:53:43.851320,E_ZPb_Qf7JY
'The Eagle' Trailer,"Starring Channing Tatum

visit http://www.hollywood.com for more action films!",2010-11-16T18:46:43Z,UCpo2fJvnalYlwN97ehhyfBQ,Film & Animation,150,5546135,6429,2303,2023-08-26T17:51:40.911708,Yx4bnwvGmKM
